"Title","Features.Handheld?","Features.Max Players","Features.Multiplatform?","Features.Online?","Metadata.Genres","Metadata.Licensed?","Metadata.Publishers","Metadata.Sequel?","Metrics.Review Score","Metrics.Sales","Metrics.Used Price","Release.Console","Release.Rating","Release.Re-release?","Release.Year","Length.All PlayStyles.Average","Length.All PlayStyles.Leisure","Length.All PlayStyles.Median","Length.All PlayStyles.Polled","Length.All PlayStyles.Rushed","Length.Completionists.Average","Length.Completionists.Leisure","Length.Completionists.Median","Length.Completionists.Polled","Length.Completionists.Rushed","Length.Main + Extras.Average","Length.Main + Extras.Leisure","Length.Main + Extras.Median","Length.Main + Extras.Polled","Length.Main + Extras.Rushed","Length.Main Story.Average","Length.Main Story.Leisure","Length.Main Story.Median","Length.Main Story.Polled","Length.Main Story.Rushed"
"Exit","True","1","True","True","Action","True","Ubisoft","True","77","0.05","9.95","Sony PSP","E","True","2005","6.0","6.0","6.0","2","6.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","6.0","6.0","6.0","2","6.0"
"Bubble Bobble Revolution","True","1","True","True","Action","True","","True","38","0.04","17.95","Nintendo DS","M","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"The Rub Rabbits!","True","2","True","True","Action,Adventure","True","Sega","True","68","0.02","17.95","Nintendo DS","M","True","2005","3.1666666666666665","3.8666666666666667","2.3333333333333335","3","2.45","0.0","0.0","0.0","0","0.0","3.6666666666666665","4.333333333333333","3.6666666666666665","2","3.0","2.1666666666666665","2.1666666666666665","2.1666666666666665","1","2.1666666666666665"
"Electroplankton","True","1","True","True","Simulation","True","Nintendo","True","71","0.01","29.95","Nintendo DS","T","True","2005","0.43333333333333335","0.55","0.5","6","0.26666666666666666","0.5","0.5","0.5","1","0.5","0.0","0.0","0.0","0","0.0","0.4166666666666667","0.55","0.5","5","0.26666666666666666"
"LifeSigns: Surgical Unit","True","1","True","True","Simulation,Strategy","True","","True","61","0.01","22.95","Nintendo DS","T","True","2005","30.516666666666666","30.516666666666666","30.516666666666666","1","30.516666666666666","30.516666666666666","30.516666666666666","30.516666666666666","1","30.516666666666666","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Space Invaders Revolution","True","1","True","True","Action","True","","True","49","0.01","13.95","Nintendo DS","E","True","2005","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Wii Play","True","2","True","True","Action,Sports","True","Nintendo","True","58","14.66","14.95","Nintendo Wii","T","True","2006","5.816666666666666","8.45","4.0","11","3.3166666666666664","0.0","0.0","0.0","0","0.0","10.466666666666667","11.466666666666667","11.416666666666666","3","9.466666666666667","4.083333333333333","5.016666666666667","4.0","8","2.8833333333333333"
"New Super Mario Bros.","True","1","True","True","Action","True","Nintendo","True","89","10.03","27.95","Nintendo DS","T","True","2006","10.233333333333333","21.65","9.0","156","6.05","17.066666666666666","24.983333333333334","15.5","33","10.683333333333334","10.933333333333334","16.233333333333334","10.0","40","7.65","7.2","14.15","7.0","83","4.8"
"Pokmon Diamond","True","1","True","True","Role-Playing (RPG)","True","Nintendo","True","85","6.77","27.95","Nintendo DS","E","True","2006","101.06666666666666","386.78333333333336","58.0","253","44.15","265.2","468.31666666666666","220.0","39","163.53333333333333","107.56666666666666","352.31666666666666","80.0","94","58.53333333333333","42.63333333333333","77.13333333333334","41.916666666666664","120","25.516666666666666"
"Pokmon Pearl","True","1","True","True","Role-Playing (RPG)","True","Nintendo","True","85","6.77","26.95","Nintendo DS","E","True","2006","101.06666666666666","386.78333333333336","58.0","253","44.15","265.2","468.31666666666666","220.0","39","163.53333333333333","107.56666666666666","352.31666666666666","80.0","94","58.53333333333333","42.63333333333333","77.13333333333334","41.916666666666664","120","25.516666666666666"
"Gears of War","True","2","True","True","Action","True","Microsoft","True","94","3.7","19.95","X360","M","True","2006","10.833333333333334","105.06666666666666","9.433333333333334","310","7.066666666666666","29.0","111.0","15.0","15","14.5","12.15","21.783333333333335","11.0","73","8.783333333333333","9.183333333333334","12.883333333333333","9.0","222","6.533333333333333"
"The Legend of Zelda: Twilight Princess","True","1","True","True","Action,Role-Playing (RPG)","True","Nintendo","True","95","3.33","39.95","Nintendo Wii","M","True","2006","45.6","75.23333333333333","43.0","528","32.0","55.3","77.45","54.53333333333333","106","38.95","47.6","76.55","46.233333333333334","241","33.45","37.266666666666666","58.95","37.0","181","28.416666666666668"
"Cooking Mama","True","1","True","True","Simulation","True","","True","67","2.9","17.95","Nintendo DS","M","True","2006","8.633333333333333","10.9","7.0","5","6.783333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.633333333333333","10.9","7.0","5","6.783333333333333"
"Marvel Ultimate Alliance","True","4","True","True","Action,Role-Playing (RPG)","True","Activision","True","82","2.42","14.95","X360","T","True","2006","15.25","27.583333333333332","14.0","68","10.3","25.383333333333333","30.05","24.816666666666666","3","20.733333333333334","17.633333333333333","28.933333333333334","17.0","26","12.85","12.866666666666667","20.633333333333333","12.366666666666667","39","9.3"
"Daxter","True","1","True","True","Action","True","Sony","True","85","2.38","14.95","Sony PSP","T","True","2006","9.066666666666666","13.983333333333333","8.0","37","6.266666666666667","14.283333333333333","16.916666666666668","14.5","6","12.216666666666667","8.516666666666667","10.716666666666667","8.35","19","7.216666666666667","7.35","8.683333333333334","7.566666666666666","12","5.716666666666667"
"The Elder Scrolls IV: Oblivion","True","1","True","True","Action,Role-Playing (RPG)","True","2K","True","94","2.12","19.95","X360","E","True","2006","101.08333333333333","310.26666666666665","80.0","518","47.516666666666666","195.03333333333333","335.03333333333336","185.0","117","116.0","96.9","310.96666666666664","86.95","268","52.75","26.833333333333332","99.2","24.0","133","14.95"
"Madden NFL 07","True","2","True","True","Sports","True","EA","True","80","1.77","4.95","X360","E","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Grand Theft Auto: Vice City Stories","True","1","True","True","Action,Racing / Driving","True","Rockstar","True","86","1.72","17.95","Sony PSP","E","True","2006","21.033333333333335","39.56666666666667","17.233333333333334","45","14.066666666666666","45.61666666666667","52.96666666666667","46.25","4","37.96666666666667","25.716666666666665","32.666666666666664","25.0","9","20.033333333333335","16.65","27.833333333333332","16.3","32","12.733333333333333"
"Resistance: Fall of Man","True","4","True","True","Action","True","Sony","True","86","1.61","19.95","PlayStation 3","E","True","2006","12.2","18.716666666666665","12.0","138","9.05","18.583333333333332","21.683333333333334","17.5","4","16.016666666666666","13.383333333333333","16.333333333333332","13.0","21","11.466666666666667","11.75","14.933333333333334","12.0","113","8.933333333333334"
"MotorStorm","True","1","True","True","Action,Racing / Driving,Sports","True","Sony","True","82","1.58","16.95","PlayStation 3","T","True","2006","16.9","22.966666666666665","15.0","16","12.966666666666667","16.883333333333333","18.966666666666665","15.0","5","14.55","22.25","26.05","22.0","4","18.55","13.85","15.2","15.0","7","12.2"
"Call of Duty 3","True","2","True","True","Action","True","Activision","True","82","1.51","16.95","X360","T","True","2006","8.816666666666666","12.816666666666666","8.45","96","6.816666666666666","9.8","12.2","10.0","5","7.733333333333333","11.583333333333334","14.133333333333333","11.0","13","9.633333333333333","8.3","12.066666666666666","8.0","78","6.566666666666666"
"Yoshi's Island DS","True","1","True","True","Action","True","Nintendo","True","81","1.49","27.95","Nintendo DS","E","True","2006","9.633333333333333","18.1","9.583333333333334","23","7.066666666666666","0.0","0.0","0.0","0","0.0","13.633333333333333","19.7","12.0","5","9.9","8.516666666666667","10.483333333333333","9.166666666666666","18","6.683333333333334"
"Tom Clancy's Ghost Recon: Advanced Warfighter","True","4","True","True","Action","True","Ubisoft","True","90","1.46","14.95","X360","E","True","2006","8.666666666666666","9.35","8.75","10","7.883333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.666666666666666","9.35","8.75","10","7.883333333333333"
"Fight Night Round 3","True","2","True","True","Action,Sports","True","EA","True","86","1.4","14.95","X360","E","True","2006","11.183333333333334","13.033333333333333","11.0","21","7.8","10.583333333333334","12.266666666666667","10.5","6","7.533333333333333","12.5","13.75","12.5","4","11.25","11.033333333333333","13.0","11.0","11","10.0"
"Pokmon Ranger","True","1","True","True","Role-Playing (RPG)","True","Nintendo","True","69","1.36","19.95","Nintendo DS","E","True","2006","16.55","37.766666666666666","13.416666666666666","36","11.133333333333333","36.88333333333333","48.166666666666664","34.666666666666664","5","25.383333333333333","14.6","17.35","14.833333333333334","11","12.25","12.55","16.766666666666666","12.566666666666666","20","9.916666666666666"
"Rayman Raving Rabbids","True","4","True","True","Action","True","Ubisoft","True","76","1.26","17.95","Nintendo Wii","T","True","2006","6.7","8.216666666666667","6.183333333333334","27","5.133333333333334","8.1","8.55","8.1","2","7.65","8.266666666666667","9.1","8.133333333333333","8","6.766666666666667","5.8","6.95","6.0","17","4.866666666666667"
"Saints Row","True","1","True","True","Action,Racing / Driving","True","THQ","True","81","1.23","14.95","X360","T","True","2006","24.683333333333334","83.66666666666667","20.0","57","18.133333333333333","55.61666666666667","98.35","47.81666666666667","7","37.1","23.5","26.466666666666665","22.366666666666667","22","19.466666666666665","17.883333333333333","22.216666666666665","17.0","28","15.683333333333334"
"Tom Clancy's Rainbow Six: Vegas","True","2","True","True","Action","True","Ubisoft","True","88","1.19","14.95","X360","E","True","2006","9.9","19.716666666666665","9.0","76","6.666666666666667","12.0","12.0","12.0","1","12.0","12.95","21.4","12.65","20","9.4","8.75","17.433333333333334","9.0","55","6.366666666666666"
"Dead Rising","True","1","True","True","Action","True","Capcom","True","85","1.16","16.95","X360","E","True","2006","19.233333333333334","58.55","15.0","93","10.05","55.56666666666667","75.13333333333334","45.0","6","43.333333333333336","21.766666666666666","42.81666666666667","19.5","46","14.566666666666666","11.083333333333334","15.4","10.533333333333333","41","6.9"
"Call of Duty 3","True","1","True","True","Action","True","Activision","True","69","1.15","19.95","Nintendo Wii","E","True","2006","8.816666666666666","12.816666666666666","8.45","96","6.816666666666666","9.8","12.2","10.0","5","7.733333333333333","11.583333333333334","14.133333333333333","11.0","13","9.633333333333333","8.3","12.066666666666666","8.0","78","6.566666666666666"
"Lost Planet: Extreme Condition","True","1","True","True","Action","True","Capcom","True","79","1.15","12.95","X360","M","True","2006","8.866666666666667","14.466666666666667","9.0","92","6.55","12.7","15.6","9.7","3","9.8","9.516666666666667","12.733333333333333","9.4","15","8.483333333333333","8.566666666666666","13.266666666666667","8.483333333333333","74","6.35"
"Mario Hoops 3 on 3","True","1","True","True","Sports","True","Nintendo","True","69","1.03","22.95","Nintendo DS","M","True","2006","4.25","4.616666666666667","4.25","2","3.8666666666666667","0.0","0.0","0.0","0","0.0","5.0","5.0","5.0","1","5.0","3.5","3.5","3.5","1","3.5"
"LEGO Star Wars II: The Original Trilogy","True","1","True","True","Action","True","EA","True","47","1.02","17.95","Nintendo DS","E","True","2006","17.55","32.13333333333333","15.0","51","10.633333333333333","27.85","37.61666666666667","26.616666666666667","14","23.616666666666667","16.816666666666666","28.45","15.0","16","13.95","11.25","16.0","12.0","21","8.3"
"Super Monkey Ball: Banana Blitz","True","4","True","True","Action","True","Sega","True","74","1.0","14.95","Nintendo Wii","T","True","2006","5.316666666666666","6.916666666666667","5.4","6","4.166666666666667","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","5.316666666666666","6.916666666666667","5.4","6","4.166666666666667"
"The Sims 2: Pets","True","1","True","True","Simulation","True","EA","True","49","0.97","14.95","Nintendo DS","T","True","2006","27.7","31.55","27.7","2","23.85","0.0","0.0","0.0","0","0.0","27.7","31.55","27.7","2","23.85","0.0","0.0","0.0","0","0.0"
"Need for Speed: Carbon - Own the City","True","1","True","True","Racing / Driving","True","EA","True","73","0.93","16.95","Sony PSP","E","True","2006","18.033333333333335","19.183333333333334","18.033333333333335","2","16.866666666666667","20.35","20.35","20.35","1","20.35","0.0","0.0","0.0","0","0.0","15.716666666666667","15.716666666666667","15.716666666666667","1","15.716666666666667"
"WarioWare: Smooth Moves","True","6","True","True","Action,Racing / Driving,Sports","True","Nintendo","True","83","0.9","39.95","Nintendo Wii","T","True","2006","4.466666666666667","8.35","3.0","34","2.3333333333333335","7.783333333333333","10.416666666666666","8.0","8","5.25","6.266666666666667","8.95","5.0","5","4.816666666666666","2.7666666666666666","6.316666666666666","2.5","21","1.7833333333333332"
"Fight Night Round 3","True","2","True","True","Action,Sports","True","EA","True","83","0.86","13.95","PlayStation 3","T","True","2006","11.183333333333334","13.033333333333333","11.0","21","7.8","10.583333333333334","12.266666666666667","10.5","6","7.533333333333333","12.5","13.75","12.5","4","11.25","11.033333333333333","13.0","11.0","11","10.0"
"Final Fantasy III","True","1","True","True","Role-Playing (RPG)","True","SquareEnix","True","77","0.86","17.95","Nintendo DS","E","True","2006","51.06666666666667","98.15","44.0","849","30.966666666666665","89.7","118.61666666666666","87.26666666666667","130","69.73333333333333","52.95","87.43333333333334","48.8","466","36.43333333333333","27.716666666666665","44.05","25.9","253","20.6"
"SOCOM: U.S. Navy SEALs - Fireteam Bravo 2","True","1","True","True","Action","True","Sony","True","81","0.86","16.95","Sony PSP","E","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Madden NFL 07","True","1","True","True","Sports","True","EA","True","78","0.83","9.95","Sony PSP","E","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Monster 4x4: World Circuit","True","4","True","True","Racing / Driving","True","Ubisoft","True","51","0.82","12.95","Nintendo Wii","E","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Kirby: Squeak Squad","True","1","True","True","Action","True","Nintendo","True","71","0.82","27.95","Nintendo DS","T","True","2006","5.633333333333333","8.75","5.0","42","3.283333333333333","6.6","9.283333333333333","6.2","22","3.8166666666666664","5.233333333333333","6.5","4.816666666666666","7","4.233333333333333","4.216666666666667","5.883333333333333","4.0","13","3.033333333333333"
"Pokmon Battle Revolution","True","4","True","True","Action,Strategy","True","Nintendo","True","53","0.81","39.95","Nintendo Wii","T","True","2006","20.033333333333335","41.71666666666667","15.416666666666666","15","11.933333333333334","65.71666666666667","65.71666666666667","65.71666666666667","1","65.71666666666667","23.516666666666666","28.483333333333334","24.0","5","19.583333333333332","13.016666666666667","18.5","13.0","9","9.583333333333334"
"Medal of Honor: Heroes","True","1","True","True","Action","True","EA","True","71","0.81","14.95","Sony PSP","E","True","2006","4.966666666666667","5.483333333333333","5.0","8","4.383333333333334","0.0","0.0","0.0","0","0.0","5.0","5.0","5.0","2","5.0","4.95","5.483333333333333","5.0","6","4.366666666666666"
"Tekken: Dark Resurrection","True","1","True","True","Action","True","Namco,Sony","True","88","0.81","17.95","Sony PSP","E","True","2006","22.65","30.866666666666667","30.5","6","14.283333333333333","35.083333333333336","35.11666666666667","35.083333333333336","2","35.03333333333333","30.5","30.75","30.5","2","30.25","2.3666666666666667","2.55","2.3666666666666667","2","2.183333333333333"
"Need for Speed: Carbon","True","2","True","True","Racing / Driving","True","EA","True","77","0.78","16.95","X360","E","True","2006","13.3","21.216666666666665","13.6","56","9.15","22.666666666666668","25.166666666666668","20.0","3","20.166666666666668","13.016666666666667","16.75","14.0","19","9.183333333333334","12.616666666666667","15.4","13.0","34","8.866666666666667"
"Mario vs. Donkey Kong 2: March of the Minis","True","1","True","True","Action","True","Nintendo","True","76","0.77","27.95","Nintendo DS","T","True","2006","5.016666666666667","6.683333333333334","4.75","5","3.7333333333333334","0.0","0.0","0.0","0","0.0","6.75","7.616666666666667","6.75","2","5.866666666666667","3.8833333333333333","4.416666666666667","4.316666666666666","3","3.3333333333333335"
"Sonic Rivals","True","1","True","True","Action,Racing / Driving","True","Sega","True","64","0.76","17.95","Sony PSP","T","True","2006","9.6","14.016666666666667","6.5","4","6.75","20.0","20.0","20.0","1","20.0","0.0","0.0","0.0","0","0.0","6.15","6.533333333333333","6.0","3","5.75"
"NCAA Football 07","True","2","True","True","Sports","True","EA","True","79","0.7","4.95","X360","E","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Mortal Kombat: Unchained","True","2","True","True","Action","True","Midway","True","70","0.67","17.95","Sony PSP","E","True","2006","13.55","26.983333333333334","4.366666666666666","4","4.716666666666667","45.0","45.0","45.0","1","45.0","0.0","0.0","0.0","0","0.0","3.066666666666667","4.7","1.75","3","1.45"
"Tom Clancy's Splinter Cell: Double Agent","True","1","True","True","Action","True","Ubisoft","True","85","0.67","17.95","X360","E","True","2006","12.416666666666666","35.85","11.0","76","8.85","17.366666666666667","37.166666666666664","11.333333333333334","9","11.216666666666667","11.933333333333334","19.25","11.0","27","8.733333333333333","11.616666666666667","15.65","11.0","40","9.65"
"Tetris DS","True","1","True","True","Strategy","True","Nintendo","True","84","0.66","17.95","Nintendo DS","M","True","2006","27.4","33.71666666666667","27.5","8","21.85","33.5","35.25","33.5","2","31.75","34.0","37.75","37.0","3","30.25","16.75","16.933333333333334","17.0","3","16.55"
"LEGO Star Wars II: The Original Trilogy","True","2","True","True","Action","True","","True","83","0.61","17.95","Sony PSP","T","True","2006","17.55","32.13333333333333","15.0","51","10.633333333333333","27.85","37.61666666666667","26.616666666666667","14","23.616666666666667","16.816666666666666","28.45","15.0","16","13.95","11.25","16.0","12.0","21","8.3"
"Red Steel","True","4","True","True","Action","True","Ubisoft","True","63","0.58","14.95","Nintendo Wii","T","True","2006","8.6","9.966666666666667","8.25","12","7.366666666666666","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.6","9.966666666666667","8.25","12","7.366666666666666"
"Metroid Prime: Hunters","True","1","True","True","Action","True","Nintendo","True","85","0.58","27.95","Nintendo DS","E","True","2006","9.3","13.766666666666667","8.733333333333333","32","6.85","15.25","16.883333333333333","15.25","2","13.616666666666667","9.05","10.95","8.783333333333333","12","7.766666666666667","8.8","11.85","8.633333333333333","18","6.7"
"LEGO Star Wars II: The Original Trilogy","True","2","True","True","Action","True","","True","81","0.57","14.95","X360","E","True","2006","17.55","32.13333333333333","15.0","51","10.633333333333333","27.85","37.61666666666667","26.616666666666667","14","23.616666666666667","16.816666666666666","28.45","15.0","16","13.95","11.25","16.0","12.0","21","8.3"
"NBA 2K7 ","True","1","True","True","Sports","True","2K","True","84","0.56","4.95","X360","E","True","2006","8.183333333333334","8.766666666666667","8.183333333333334","2","7.583333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.183333333333334","8.766666666666667","8.183333333333334","2","7.583333333333333"
"SEGA Genesis Collection","True","2","True","True","Action,Racing / Driving,Role-Playing (RPG),Strategy","True","Sega","True","82","0.55","17.95","Sony PSP","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Call of Duty 3","True","1","True","True","Action","True","Activision","True","80","0.52","19.95","PlayStation 3","T","True","2006","8.816666666666666","12.816666666666666","8.45","96","6.816666666666666","9.8","12.2","10.0","5","7.733333333333333","11.583333333333334","14.133333333333333","11.0","13","9.633333333333333","8.3","12.066666666666666","8.0","78","6.566666666666666"
"NBA Live 07","True","1","True","True","Sports","True","EA","True","64","0.51","7.95","Sony PSP","E","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Madden NFL 07","True","2","True","True","Sports","True","EA","True","76","0.49","6.95","PlayStation 3","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"SpongeBob SquarePants: The Yellow Avenger","True","1","True","True","Action","True","THQ","True","48","0.49","12.95","Sony PSP","T","True","2006","11.85","13.783333333333333","11.85","2","9.916666666666666","15.7","15.7","15.7","1","15.7","0.0","0.0","0.0","0","0.0","8.0","8.0","8.0","1","8.0"
"Madden NFL 07","True","4","True","True","Sports","True","EA","True","81","0.48","9.95","Nintendo Wii","E","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Fight Night Round 3","True","2","True","True","Action,Simulation,Sports","True","EA","True","74","0.48","16.95","Sony PSP","T","True","2006","11.183333333333334","13.033333333333333","11.0","21","7.8","10.583333333333334","12.266666666666667","10.5","6","7.533333333333333","12.5","13.75","12.5","4","11.25","11.033333333333333","13.0","11.0","11","10.0"
"Need for Speed: Carbon","True","2","True","True","Racing / Driving","True","EA","True","75","0.47","17.95","PlayStation 3","T","True","2006","13.3","21.216666666666665","13.6","56","9.15","22.666666666666668","25.166666666666668","20.0","3","20.166666666666668","13.016666666666667","16.75","14.0","19","9.183333333333334","12.616666666666667","15.4","13.0","34","8.866666666666667"
"Need for Speed: Carbon","True","2","True","True","Racing / Driving","True","EA","True","67","0.47","17.95","Nintendo Wii","M","True","2006","13.3","21.216666666666665","13.6","56","9.15","22.666666666666668","25.166666666666668","20.0","3","20.166666666666668","13.016666666666667","16.75","14.0","19","9.183333333333334","12.616666666666667","15.4","13.0","34","8.866666666666667"
"WWE SmackDown vs. Raw 2007","True","4","True","True","Sports","True","THQ","True","81","0.45","12.95","X360","E","True","2006","23.4","45.63333333333333","9.116666666666667","10","11.916666666666666","57.6","64.51666666666667","50.483333333333334","3","50.666666666666664","0.0","0.0","0.0","0","0.0","8.75","9.433333333333334","9.0","7","8.216666666666667"
"Tiger Woods PGA Tour 07","True","1","True","True","Sports","True","EA","True","80","0.45","9.95","X360","T","True","2006","10.0","10.0","10.0","1","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","10.0","10.0","10.0","1","10.0"
"Viva Pi$?ata","True","4","True","True","Simulation,Strategy","True","Microsoft","True","84","0.44","16.95","X360","E","True","2006","38.7","52.21666666666667","39.5","20","26.55","52.38333333333333","58.25","50.0","9","47.583333333333336","32.95","41.333333333333336","32.43333333333333","7","27.833333333333332","18.0","19.25","19.0","4","16.25"
"SpongeBob Squarepants: Creature from the Krusty Krab","True","1","True","True","Action,Adventure","True","THQ","True","57","0.44","14.95","Nintendo Wii","T","True","2006","7.083333333333333","8.983333333333333","6.833333333333333","10","5.783333333333333","7.75","9.35","7.666666666666667","3","6.166666666666667","8.0","9.0","8.0","3","7.016666666666667","5.883333333333333","6.8","5.333333333333333","4","5.25"
"Tony Hawk's Project 8","True","2","True","True","Sports","True","Activision","True","68","0.42","17.95","Sony PSP","M","True","2006","17.166666666666668","19.533333333333335","17.0","11","15.333333333333334","0.0","0.0","0.0","0","0.0","18.433333333333334","20.2","18.383333333333333","4","16.7","16.433333333333334","17.733333333333334","17.0","7","15.15"
"Tony Hawk's Project 8","True","2","True","True","Sports","True","Activision","True","81","0.42","16.95","X360","E","True","2006","17.166666666666668","19.533333333333335","17.0","11","15.333333333333334","0.0","0.0","0.0","0","0.0","18.433333333333334","20.2","18.383333333333333","4","16.7","16.433333333333334","17.733333333333334","17.0","7","15.15"
"NBA LIVE 07 ","True","1","True","True","Sports","True","EA","True","59","0.42","4.95","X360","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Excite Truck","True","2","True","True","Racing / Driving","True","Nintendo","True","72","0.4","19.95","Nintendo Wii","M","True","2006","15.85","19.95","14.0","7","10.95","24.333333333333332","24.833333333333332","25.0","3","23.833333333333332","12.0","13.0","12.0","2","11.0","7.0","7.0","7.0","2","7.0"
"Harvest Moon DS","True","1","True","True","Role-Playing (RPG),Simulation","True","","True","67","0.4","17.95","Nintendo DS","T","True","2006","53.38333333333333","64.63333333333334","55.13333333333333","6","37.63333333333333","75.0","75.0","75.0","1","75.0","69.08333333333333","69.08333333333333","69.08333333333333","1","69.08333333333333","44.06666666666667","54.8","45.13333333333333","4","32.8"
"Star Fox Command","True","1","True","True","Action","True","Nintendo","True","76","0.39","14.95","Nintendo DS","T","True","2006","3.7","5.666666666666667","3.0","17","2.1666666666666665","0.0","0.0","0.0","0","0.0","6.6","7.3","6.6","2","5.9","3.3166666666666664","5.066666666666666","3.0","15","2.066666666666667"
"Metal Gear Solid: Portable Ops","True","1","True","True","Action,Strategy","True","Konami","True","87","0.39","17.95","Sony PSP","T","True","2006","13.35","21.35","12.083333333333334","66","9.183333333333334","30.0","30.0","30.0","1","30.0","16.483333333333334","22.883333333333333","15.05","19","12.483333333333333","11.683333333333334","17.316666666666666","11.583333333333334","46","8.65"
"Marvel Ultimate Alliance","True","4","True","True","Action,Role-Playing (RPG)","True","Activision","True","73","0.38","17.95","Nintendo Wii","M","True","2006","15.25","27.583333333333332","14.0","68","10.3","25.383333333333333","30.05","24.816666666666666","3","20.733333333333334","17.633333333333333","28.933333333333334","17.0","26","12.85","12.866666666666667","20.633333333333333","12.366666666666667","39","9.3"
"Blazing Angels: Squadrons of WWII","True","2","True","True","Action","True","Ubisoft","True","66","0.37","16.95","X360","E","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Major League Baseball 2K6","True","2","True","True","Sports","True","2K","True","66","0.37","4.95","X360","T","True","2006","7.65","9.9","8.0","3","5.4","7.65","9.9","8.0","3","5.4","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"NCAA Football 07","True","1","True","True","Sports","True","EA","True","75","0.36","9.95","Sony PSP","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"MLB 06: The Show","True","2","True","True","Sports","True","Sony","True","83","0.35","9.95","Sony PSP","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Blazing Angels: Squadrons of WWII","True","2","True","True","Action","True","Ubisoft","True","67","0.35","16.95","PlayStation 3","T","True","2006","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"WWE SmackDown vs. Raw 2007","True","4","True","True","Sports","True","THQ","True","78","0.34","14.95","Sony PSP","T","True","2006","23.4","45.63333333333333","9.116666666666667","10","11.916666666666666","57.6","64.51666666666667","50.483333333333334","3","50.666666666666664","0.0","0.0","0.0","0","0.0","8.75","9.433333333333334","9.0","7","8.216666666666667"
"Rune Factory: A Fantasy Harvest Moon","True","1","True","True","Role-Playing (RPG),Simulation","True","","True","78","0.34","24.95","Nintendo DS","T","True","2006","66.13333333333334","79.48333333333333","67.08333333333333","4","52.3","38.0","38.0","38.0","1","38.0","75.51666666666667","87.23333333333333","88.66666666666667","3","63.78333333333333","0.0","0.0","0.0","0","0.0"
"Marvel Ultimate Alliance","True","1","True","True","Action,Role-Playing (RPG)","True","Activision","True","81","0.34","22.95","Sony PSP","E","True","2006","15.25","27.583333333333332","14.0","68","10.3","25.383333333333333","30.05","24.816666666666666","3","20.733333333333334","17.633333333333333","28.933333333333334","17.0","26","12.85","12.866666666666667","20.633333333333333","12.366666666666667","39","9.3"
